state_name,crop_year,season,crop,area_,production_,yield_,rainfall_mm
Andaman and Nicobar Islands,2000,Kharif,Arecanut,4354.0,7200.0,1.6536518144235186,1244.1999999999998
Andaman and Nicobar Islands,2000,Kharif,Other Kharif pulses,670.0,449.0,0.6701492537313433,1244.1999999999998
Andaman and Nicobar Islands,2000,Kharif,Rice,10881.0,32184.0,2.957816377171216,1244.1999999999998
Andaman and Nicobar Islands,2000,Whole Year,Banana,1707.0,12714.0,7.448154657293498,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Cashewnut,800.0,219.0,0.27375,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Coconut,25160.0,89000000.0,3537.3608903020668,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Dry ginger,388.0,1220.0,3.1443298969072164,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Sugarcane,142.0,3738.0,26.323943661971832,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Sweet potato,83.0,858.0,10.337349397590362,2763.1
Andaman and Nicobar Islands,2000,Whole Year,Tapioca,200.0,2277.0,11.385,2763.1
Andaman and Nicobar Islands,2000,Whole Year,other oilseeds,133.0,55.0,0.41353383458646614,2763.1
Andaman and Nicobar Islands,2001,Kharif,Arecanut,4354.0,7300.0,1.6766192007349563,1515.4
Andaman and Nicobar Islands,2001,Kharif,Other Kharif pulses,420.0,200.0,0.47619047619047616,1515.4
Andaman and Nicobar Islands,2001,Kharif,Rice,9801.0,27333.0,2.7887970615243343,1515.4
Andaman and Nicobar Islands,2001,Whole Year,Cashewnut,800.0,225.0,0.28125,3080.8
Andaman and Nicobar Islands,2001,Whole Year,Coconut,25205.0,89680000.0,3558.0242015473123,3080.8
Andaman and Nicobar Islands,2001,Whole Year,Dry ginger,390.0,1224.0,3.1384615384615384,3080.8
Andaman and Nicobar Islands,2001,Whole Year,Sugarcane,82.0,2380.0,29.024390243902438,3080.8
Andaman and Nicobar Islands,2001,Whole Year,Sweet potato,111.0,38.0,0.34234234234234234,3080.8
Andaman and Nicobar Islands,2002,Kharif,Rice,10885.0,32111.66,2.9500836012861735,1525.5
Andaman and Nicobar Islands,2002,Whole Year,Arecanut,4363.0,7350.0,1.6846206738482696,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Banana,1737.0,12160.0,7.0005757052389175,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Black pepper,550.0,116.0,0.2109090909090909,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Cashewnut,800.0,232.0,0.29,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Coconut,25300.0,94320000.0,3728.0632411067195,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Dry chillies,652.0,49.7,0.07622699386503068,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Dry ginger,399.3,1278.0,3.2006010518407213,2620.1
Andaman and Nicobar Islands,2002,Whole Year,Sugarcane,460.0,13800.0,30.0,2620.1
Andaman and Nicobar Islands,2002,Whole Year,other oilseeds,85.1,40.31,0.47367802585193897,2620.1
Andaman and Nicobar Islands,2003,Kharif,Rice,10561.37,30850.87,2.9211049324093366,1406.1
Andaman and Nicobar Islands,2003,Whole Year,Arecanut,4379.0,6707.0,1.5316282256222882,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Banana,1796.0,13321.0,7.417037861915367,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Black pepper,572.5,120.23,0.21000873362445416,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Cashewnut,833.5,234.64,0.2815116976604679,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Coconut,25394.74,95240000.0,3750.3829533202543,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Dry chillies,400.0,680.0,1.7,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Dry ginger,508.0,1625.6,3.1999999999999997,2355.7
Andaman and Nicobar Islands,2003,Whole Year,Sugarcane,268.0,2879.52,10.7444776119403,2355.7
Andaman and Nicobar Islands,2003,Whole Year,other oilseeds,86.29,35.809999999999995,0.4149959439100706,2355.7
Andaman and Nicobar Islands,2004,Kharif,Rice,10734.92,29192.23,2.71937098739441,1392.2
Andaman and Nicobar Islands,2004,Whole Year,Arecanut,4425.37,4781.05,1.0803729405676814,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Banana,1978.52,17778.52,8.985767139073651,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Black pepper,655.0,120.22,0.18354198473282443,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Cashewnut,800.0,223.0,0.27875,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Coconut,25551.4,87130000.0,3409.989276517138,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Dry chillies,400.0,968.0,2.42,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Dry ginger,528.0,1828.0,3.462121212121212,2460.0
Andaman and Nicobar Islands,2004,Whole Year,Sugarcane,145.26,1560.0,10.739363899215201,2460.0
Andaman and Nicobar Islands,2004,Whole Year,other oilseeds,90.3,46.61,0.5161683277962348,2460.0
Andaman and Nicobar Islands,2005,Kharif,Rice,8685.47,25883.04,2.980039076756929,1700.3000000000002
Andaman and Nicobar Islands,2005,Whole Year,Arecanut,3250.78,3058.46,0.9408388140692387,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Banana,1678.8,10833.13,6.4529008815820825,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Black pepper,697.45,36.050000000000004,0.05168829306760341,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Cashewnut,568.5,86.02,0.15131046613896218,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Coconut,20927.02,78460000.0,3749.2199080423297,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Dry chillies,370.7,877.6,2.3674130024278393,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Dry ginger,200.0,1800.0,9.0,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Sugarcane,128.02,2448.2,19.123574441493513,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Sweet potato,131.9,700.35,5.309704321455648,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Tapioca,254.5,1480.0,5.81532416502947,2954.5
Andaman and Nicobar Islands,2005,Whole Year,Turmeric,91.7,642.0,7.001090512540894,2954.5
Andaman and Nicobar Islands,2005,Whole Year,other oilseeds,53.55,34.2,0.638655462184874,2954.5
Andaman and Nicobar Islands,2006,Kharif,Rice,7776.17,21535.26,2.769391615666838,1314.8000000000002
Andaman and Nicobar Islands,2006,Whole Year,Arecanut,4056.0,5839.299999999999,1.4396696252465482,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Banana,1638.5700000000002,13708.0,8.36583118206729,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Black pepper,610.26,212.0,0.34739291449546095,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Cashewnut,570.0,155.13,0.2721578947368421,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Coconut,21416.09,88960000.0,4153.886166896012,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Dry chillies,363.32,868.0,2.3890784982935154,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Dry ginger,205.56,1850.0,8.999805409612765,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Sugarcane,125.0,2500.0,20.0,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Sweet potato,78.4,546.0,6.9642857142857135,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Tapioca,347.03,2030.0,5.849638359795984,2404.7
Andaman and Nicobar Islands,2006,Whole Year,Turmeric,80.5,469.03,5.826459627329192,2404.7
Andaman and Nicobar Islands,2006,Whole Year,other oilseeds,59.62,36.379999999999995,0.6101979201610197,2404.7
Andaman and Nicobar Islands,2010,Autumn,Rice,8390.0,23916.0,2.8505363528009533,670.9
Andaman and Nicobar Islands,2010,Autumn,Sugarcane,154.23000000000002,1332.95,8.642611683848797,670.9
Andaman and Nicobar Islands,2010,Rabi,Arecanut,4152.0,5800.0,1.3969171483622351,1027.7
Andaman and Nicobar Islands,2010,Rabi,Arhar/Tur,315.0,104.0,0.33015873015873015,1027.7
Andaman and Nicobar Islands,2010,Rabi,Black pepper,600.0,120.0,0.2,1027.7
Andaman and Nicobar Islands,2010,Rabi,Cashewnut,1100.0,310.0,0.2818181818181818,1027.7
Andaman and Nicobar Islands,2010,Rabi,Dry chillies,394.0,575.0,1.4593908629441625,1027.7
Andaman and Nicobar Islands,2010,Rabi,Dry ginger,211.0,1850.0,8.76777251184834,1027.7
Andaman and Nicobar Islands,2010,Rabi,Groundnut,20.25,14.399999999999999,0.711111111111111,1027.7
Andaman and Nicobar Islands,2010,Rabi,Maize,163.54000000000002,367.62,2.2478904243610125,1027.7
Andaman and Nicobar Islands,2010,Rabi,Moong(Green Gram),1200.0,575.5,0.4795833333333333,1027.7
Andaman and Nicobar Islands,2010,Rabi,Sunflower,3.9,2.4,0.6153846153846154,1027.7
Andaman and Nicobar Islands,2010,Rabi,Sweet potato,163.0,923.0,5.662576687116564,1027.7
Andaman and Nicobar Islands,2010,Rabi,Turmeric,80.0,482.0,6.025,1027.7
Andaman and Nicobar Islands,2010,Rabi,Urad,1095.0,475.00000000000006,0.4337899543378996,1027.7
Andaman and Nicobar Islands,2010,Whole Year,Banana,1610.0,16910.0,10.503105590062113,3157.1000000000004
Andaman and Nicobar Islands,2010,Whole Year,Coconut,21768.0,95000000.0,4364.204336640941,3157.1000000000004
Andaman and Nicobar Islands,2010,Whole Year,Tapioca,278.0,2150.0,7.733812949640288,3157.1000000000004
Arunachal Pradesh,1997,Kharif,Maize,34504.0,50025.0,1.4498319035474148,1583.7
Arunachal Pradesh,1997,Kharif,Rice,120020.0,129505.0,1.0790284952507916,1583.7
Arunachal Pradesh,1997,Kharif,Sesamum,1345.0,818.0,0.6081784386617101,1583.7
Arunachal Pradesh,1997,Kharif,Small millets,18467.0,18032.0,0.9764444685113988,1583.7
Arunachal Pradesh,1997,Kharif,Soyabean,2345.0,3075.0,1.3113006396588487,1583.7
Arunachal Pradesh,1997,Kharif,Sunflower,448.0,220.0,0.49107142857142855,1583.7
Arunachal Pradesh,1997,Rabi,Groundnut,905.0,802.0,0.8861878453038674,383.9
Arunachal Pradesh,1997,Rabi,Rapeseed &Mustard,20500.0,19100.0,0.9317073170731708,383.9
Arunachal Pradesh,1997,Rabi,Sugarcane,681.0,15806.0,23.20998531571219,383.9
Arunachal Pradesh,1997,Rabi,Wheat,3785.0,5475.0,1.4464993394980186,383.9
Arunachal Pradesh,1997,Whole Year,Oilseeds total,26118.0,24290.0,0.9300099548204304,2274.9000000000005
Arunachal Pradesh,1998,Kharif,Maize,36244.0,47022.0,1.2973733583489682,2707.4
Arunachal Pradesh,1998,Kharif,Rice,115481.0,114116.0,0.9881798737454647,2707.4
Arunachal Pradesh,1998,Kharif,Sesamum,1360.0,750.0,0.5514705882352942,2707.4
Arunachal Pradesh,1998,Kharif,Small millets,17976.0,15601.0,0.8678793947485536,2707.4
Arunachal Pradesh,1998,Kharif,Soyabean,2720.0,3390.0,1.2463235294117647,2707.4
Arunachal Pradesh,1998,Kharif,Sunflower,435.0,205.0,0.47126436781609193,2707.4
Arunachal Pradesh,1998,Rabi,Groundnut,500.0,400.0,0.8,509.29999999999995
Arunachal Pradesh,1998,Rabi,Rapeseed &Mustard,20631.0,19630.0,0.9514807813484563,509.29999999999995
Arunachal Pradesh,1998,Rabi,Wheat,3660.0,4395.0,1.2008196721311475,509.29999999999995
Arunachal Pradesh,1998,Whole Year,Dry chillies,1236.0,1582.0,1.279935275080906,3616.7
Arunachal Pradesh,1998,Whole Year,Dry ginger,4385.0,31091.0,7.090307867730901,3616.7
Arunachal Pradesh,1998,Whole Year,Oilseeds total,26481.0,25300.0,0.9554019863298214,3616.7
Arunachal Pradesh,1998,Whole Year,Potato,4846.0,31567.0,6.514032191498143,3616.7
Arunachal Pradesh,1998,Whole Year,Sugarcane,743.0,15032.0,20.231493943472408,3616.7
Arunachal Pradesh,1998,Whole Year,Turmeric,366.0,1199.0,3.2759562841530054,3616.7
Arunachal Pradesh,1999,Kharif,Maize,35637.0,48328.0,1.3561186407385581,1519.0
Arunachal Pradesh,1999,Kharif,Rice,122740.0,134807.0,1.0983135082287763,1519.0
Arunachal Pradesh,1999,Kharif,Small millets,19800.0,17123.0,0.8647979797979798,1519.0
Arunachal Pradesh,1999,Rabi,Wheat,3896.0,5069.0,1.3010780287474333,294.90000000000003
Arunachal Pradesh,1999,Whole Year,Dry chillies,1499.0,1696.0,1.1314209472981989,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Dry ginger,4399.0,34890.0,7.93134803364401,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Oilseeds total,27748.0,27228.0,0.9812599106241892,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Potato,4960.0,32434.0,6.539112903225806,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Pulses total,6554.0,6634.0,1.0122062862374124,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Sugarcane,809.0,16219.0,20.04820766378245,2316.7000000000003
Arunachal Pradesh,1999,Whole Year,Turmeric,404.0,1473.0,3.646039603960396,2316.7000000000003
Arunachal Pradesh,2000,Kharif,Maize,38429.0,52297.0,1.3608732988107939,1650.0
Arunachal Pradesh,2000,Kharif,Rice,118601.0,132690.0,1.1187932648122698,1650.0
Arunachal Pradesh,2000,Kharif,Small millets,20149.0,17332.0,0.8601915727827684,1650.0
Arunachal Pradesh,2000,Rabi,Wheat,4397.0,6226.0,1.4159654309756653,385.9
Arunachal Pradesh,2000,Whole Year,Dry chillies,1317.0,2097.0,1.5922551252847381,2596.9
Arunachal Pradesh,2000,Whole Year,Dry ginger,4774.0,35295.0,7.393171344784248,2596.9
Arunachal Pradesh,2000,Whole Year,Oilseeds total,26301.0,27252.0,1.0361583209763887,2596.9
Arunachal Pradesh,2000,Whole Year,Potato,5621.0,36743.0,6.536737235367372,2596.9
Arunachal Pradesh,2000,Whole Year,Pulses total,6202.0,6780.0,1.0931957433086101,2596.9
Arunachal Pradesh,2000,Whole Year,Sugarcane,811.0,14358.0,17.70406905055487,2596.9
Arunachal Pradesh,2000,Whole Year,Turmeric,454.0,1872.0,4.1233480176211454,2596.9
Arunachal Pradesh,2001,Kharif,Maize,38577.0,52511.0,1.361199678564948,1147.8
Arunachal Pradesh,2001,Kharif,Rice,119455.0,134621.0,1.126959943074798,1147.8
Arunachal Pradesh,2001,Kharif,Small millets,19740.0,17851.0,0.904305977710233,1147.8
Arunachal Pradesh,2001,Rabi,Wheat,3805.0,5341.0,1.4036793692509855,462.6
Arunachal Pradesh,2001,Whole Year,Dry chillies,1629.0,2128.0,1.3063228974831185,2035.9
Arunachal Pradesh,2001,Whole Year,Dry ginger,4613.0,38021.0,8.242141773249513,2035.9
Arunachal Pradesh,2001,Whole Year,Oilseeds total,27560.0,29307.0,1.063388969521045,2035.9
Arunachal Pradesh,2001,Whole Year,Potato,4646.0,32635.0,7.024321997417133,2035.9
Arunachal Pradesh,2001,Whole Year,Pulses total,6766.0,7126.0,1.0532072125332546,2035.9
Arunachal Pradesh,2001,Whole Year,Sugarcane,1036.0,18920.0,18.26254826254826,2035.9
Arunachal Pradesh,2001,Whole Year,Turmeric,573.0,2094.0,3.654450261780105,2035.9
Arunachal Pradesh,2002,Kharif,Maize,40548.0,55941.0,1.3796241491565553,1549.4
Arunachal Pradesh,2002,Kharif,Rice,124584.0,152500.0,1.2240737173312786,1549.4
Arunachal Pradesh,2002,Kharif,Small millets,21110.0,18811.0,0.8910942681193748,1549.4
Arunachal Pradesh,2002,Rabi,Wheat,4114.0,6250.0,1.5192027224112785,394.6
Arunachal Pradesh,2002,Whole Year,Dry chillies,1608.0,2345.0,1.4583333333333333,2389.3
Arunachal Pradesh,2002,Whole Year,Dry ginger,4448.0,32332.0,7.268884892086331,2389.3
Arunachal Pradesh,2002,Whole Year,Oilseeds total,28494.0,29821.0,1.0465712079736085,2389.3
Arunachal Pradesh,2002,Whole Year,Potato,4335.0,30183.0,6.962629757785467,2389.3
Arunachal Pradesh,2002,Whole Year,Pulses total,6801.0,7239.0,1.0644022937803264,2389.3
Arunachal Pradesh,2002,Whole Year,Sugarcane,798.0,15284.0,19.152882205513784,2389.3
Arunachal Pradesh,2002,Whole Year,Turmeric,508.0,2020.0,3.9763779527559056,2389.3
Arunachal Pradesh,2003,Kharif,Maize,38605.0,54510.0,1.4119932651210982,1656.6999999999998
Arunachal Pradesh,2003,Kharif,Rice,119205.0,154589.0,1.2968331865274108,1656.6999999999998
Arunachal Pradesh,2003,Kharif,Small millets,22279.0,21326.0,0.9572242919341084,1656.6999999999998
Arunachal Pradesh,2003,Rabi,Wheat,4150.0,6320.0,1.5228915662650602,439.5
Arunachal Pradesh,2003,Whole Year,Dry chillies,1657.0,2430.0,1.4665057332528666,2451.7
Arunachal Pradesh,2003,Whole Year,Dry ginger,4680.0,37177.0,7.943803418803419,2451.7
Arunachal Pradesh,2003,Whole Year,Oilseeds total,28024.0,28478.0,1.0162003996574365,2451.7
Arunachal Pradesh,2003,Whole Year,Potato,4022.0,29569.0,7.3518150174042765,2451.7
Arunachal Pradesh,2003,Whole Year,Pulses total,7129.0,7719.0,1.0827605554776265,2451.7
Arunachal Pradesh,2003,Whole Year,Sugarcane,738.0,15150.0,20.528455284552845,2451.7
Arunachal Pradesh,2003,Whole Year,Turmeric,447.0,1527.0,3.4161073825503356,2451.7
Arunachal Pradesh,2004,Kharif,Maize,37800.0,54985.0,1.4546296296296297,1578.6999999999998
Arunachal Pradesh,2004,Kharif,Rice,121642.0,134950.0,1.1094030022525114,1578.6999999999998
Arunachal Pradesh,2004,Kharif,Small millets,22400.0,21374.0,0.9541964285714286,1578.6999999999998
Arunachal Pradesh,2004,Rabi,Wheat,4278.0,6652.0,1.554932211313698,458.2
Arunachal Pradesh,2004,Whole Year,Dry chillies,2012.0,2640.0,1.312127236580517,2545.7999999999997
Arunachal Pradesh,2004,Whole Year,Dry ginger,4451.0,32877.0,7.386430015726803,2545.7999999999997
Arunachal Pradesh,2004,Whole Year,Oilseeds total,27139.0,26281.0,0.9683849810236191,2545.7999999999997
Arunachal Pradesh,2004,Whole Year,Potato,4217.0,27518.0,6.525492055963955,2545.7999999999997
Arunachal Pradesh,2004,Whole Year,Sugarcane,736.0,14132.0,19.20108695652174,2545.7999999999997
Arunachal Pradesh,2004,Whole Year,Turmeric,505.0,1794.0,3.5524752475247525,2545.7999999999997
Arunachal Pradesh,2005,Kharif,Maize,41853.0,57898.0,1.3833655890856091,1343.6999999999998
Arunachal Pradesh,2005,Kharif,Rice,122267.0,146191.0,1.1956701317608185,1343.6999999999998
Arunachal Pradesh,2005,Kharif,Small millets,22802.0,22376.0,0.9813174282957635,1343.6999999999998
Arunachal Pradesh,2005,Rabi,Wheat,3976.0,6140.0,1.5442655935613683,616.7
Arunachal Pradesh,2005,Whole Year,Dry chillies,2168.0,2646.0,1.220479704797048,2335.5000000000005
Arunachal Pradesh,2005,Whole Year,Dry ginger,4814.0,33326.0,6.922725384295804,2335.5000000000005
Arunachal Pradesh,2005,Whole Year,Oilseeds total,27566.0,23695.0,0.8595733875063484,2335.5000000000005
Arunachal Pradesh,2005,Whole Year,Potato,3963.0,29838.0,7.529144587433763,2335.5000000000005
Arunachal Pradesh,2005,Whole Year,Sugarcane,878.0,16181.0,18.429384965831435,2335.5000000000005
Arunachal Pradesh,2005,Whole Year,Turmeric,427.0,1631.0,3.819672131147541,2335.5000000000005
Arunachal Pradesh,2006,Kharif,Maize,46281.0,63524.0,1.3725718977550183,1393.3999999999999
Arunachal Pradesh,2006,Kharif,Rice,123038.0,144635.0,1.1755311367219883,1393.3999999999999
Arunachal Pradesh,2006,Kharif,Small millets,21708.0,21428.0,0.9871015293900866,1393.3999999999999
Arunachal Pradesh,2006,Rabi,Wheat,3979.0,6301.0,1.5835637094747423,341.6
Arunachal Pradesh,2006,Whole Year,Dry chillies,1903.0,2729.0,1.4340514976353127,2259.399999999999
Arunachal Pradesh,2006,Whole Year,Dry ginger,5832.0,42821.0,7.342421124828532,2259.399999999999
Arunachal Pradesh,2006,Whole Year,Oilseeds total,32160.0,29265.0,0.909981343283582,2259.399999999999
Arunachal Pradesh,2006,Whole Year,Potato,3985.0,31689.0,7.95207026348808,2259.399999999999
Arunachal Pradesh,2006,Whole Year,Sugarcane,1030.0,16843.0,16.35242718446602,2259.399999999999
Arunachal Pradesh,2006,Whole Year,Turmeric,532.0,1965.0,3.693609022556391,2259.399999999999
Arunachal Pradesh,2007,Kharif,Maize,42736.0,57430.0,1.343831898165481,2185.1000000000004
Arunachal Pradesh,2007,Kharif,Rice,124029.0,158146.0,1.2750727652403873,2185.1000000000004
Arunachal Pradesh,2007,Kharif,Small millets,22308.0,19425.0,0.8707638515330823,2185.1000000000004
Arunachal Pradesh,2007,Rabi,Wheat,3558.0,5294.0,1.4879145587408658,292.7
Arunachal Pradesh,2007,Whole Year,Dry chillies,2372.0,3634.0,1.5320404721753795,3020.6000000000004
Arunachal Pradesh,2007,Whole Year,Dry ginger,6305.0,47407.0,7.518953211736717,3020.6000000000004
Arunachal Pradesh,2007,Whole Year,Oilseeds total,30749.0,28568.0,0.9290708640931412,3020.6000000000004
Arunachal Pradesh,2007,Whole Year,Potato,3843.0,29173.0,7.5912047879261,3020.6000000000004
Arunachal Pradesh,2007,Whole Year,Sugarcane,1233.0,21754.0,17.643146796431466,3020.6000000000004
Arunachal Pradesh,2007,Whole Year,Turmeric,549.0,2119.0,3.859744990892532,3020.6000000000004
Arunachal Pradesh,2008,Kharif,Maize,42897.0,58830.0,1.371424575145115,1508.7
Arunachal Pradesh,2008,Kharif,Rice,126799.0,164538.0,1.2976285301934558,1508.7
Arunachal Pradesh,2008,Kharif,Small millets,22262.0,18922.0,0.8499685562842512,1508.7
Arunachal Pradesh,2008,Rabi,Wheat,3278.0,5169.0,1.576876143990238,358.4
Arunachal Pradesh,2008,Whole Year,Dry chillies,2320.0,3960.0,1.706896551724138,2244.4999999999995
Arunachal Pradesh,2008,Whole Year,Dry ginger,6356.0,47190.0,7.424480805538074,2244.4999999999995
Arunachal Pradesh,2008,Whole Year,Oilseeds total,31785.0,31016.0,0.9758061978920874,2244.4999999999995
Arunachal Pradesh,2008,Whole Year,Potato,4063.0,33405.0,8.221757322175732,2244.4999999999995
Arunachal Pradesh,2008,Whole Year,Sugarcane,1370.0,23439.0,17.10875912408759,2244.4999999999995
Arunachal Pradesh,2008,Whole Year,Turmeric,612.0,2375.0,3.880718954248366,2244.4999999999995
Arunachal Pradesh,2009,Kharif,Maize,43630.0,60144.0,1.3785010314004125,1111.8
Arunachal Pradesh,2009,Kharif,Rice,121468.0,143894.6,1.1846296967102448,1111.8
Arunachal Pradesh,2009,Kharif,Small millets,21373.0,18391.0,0.8604781733963411,1111.8
Arunachal Pradesh,2009,Rabi,Wheat,3170.0,4770.0,1.5047318611987381,315.6
Arunachal Pradesh,2009,Whole Year,Dry chillies,2086.0,3499.0,1.677372962607862,1750.0000000000002
Arunachal Pradesh,2009,Whole Year,Dry ginger,6401.0,49663.0,7.758631463833776,1750.0000000000002
Arunachal Pradesh,2009,Whole Year,Oilseeds total,121468.0,215842.0,1.7769453683274608,1750.0000000000002
Arunachal Pradesh,2009,Whole Year,Potato,4235.0,36449.0,8.606611570247933,1750.0000000000002
Arunachal Pradesh,2009,Whole Year,Sugarcane,1476.0,27145.0,18.39092140921409,1750.0000000000002
Arunachal Pradesh,2009,Whole Year,Turmeric,626.0,2556.0,4.083067092651757,1750.0000000000002
Arunachal Pradesh,2010,Kharif,Maize,45061.0,64714.0,1.436142118461641,1653.6000000000001
Arunachal Pradesh,2010,Kharif,Rice,121570.0,155993.0,1.2831537385868224,1653.6000000000001
Arunachal Pradesh,2010,Kharif,Small millets,21661.0,20038.0,0.9250727113245003,1653.6000000000001
Arunachal Pradesh,2010,Rabi,Wheat,3699.0,5872.0,1.587456069207894,422.4
Arunachal Pradesh,2010,Whole Year,Dry chillies,2221.0,3648.0,1.6425033768572714,2855.5999999999995
Arunachal Pradesh,2010,Whole Year,Dry ginger,6601.0,52304.0,7.923647932131495,2855.5999999999995
Arunachal Pradesh,2010,Whole Year,Oilseeds total,31854.0,29251.0,0.9182834180950588,2855.5999999999995
Arunachal Pradesh,2010,Whole Year,Potato,4334.0,35832.0,8.267651130595294,2855.5999999999995
Arunachal Pradesh,2010,Whole Year,Sugarcane,1508.0,28974.0,19.213527851458885,2855.5999999999995
Arunachal Pradesh,2010,Whole Year,Turmeric,611.0,2719.0,4.4500818330605565,2855.5999999999995
Arunachal Pradesh,2011,Kharif,Maize,46500.0,68500.0,1.4731182795698925,1384.1000000000001
Arunachal Pradesh,2011,Kharif,Rice,123500.0,159543.0,1.2918461538461539,1384.1000000000001
Arunachal Pradesh,2011,Kharif,Small millets,22000.0,22000.0,1.0,1384.1000000000001
Arunachal Pradesh,2011,Rabi,Wheat,3700.0,6500.0,1.7567567567567568,349.1
Arunachal Pradesh,2011,Whole Year,Dry chillies,2500.0,4300.0,1.72,2193.5999999999995
Arunachal Pradesh,2011,Whole Year,Dry ginger,6880.0,54000.0,7.848837209302325,2193.5999999999995
Arunachal Pradesh,2011,Whole Year,Oilseeds total,32500.0,33000.0,1.0153846153846153,2193.5999999999995
Arunachal Pradesh,2011,Whole Year,Potato,4600.0,40000.0,8.695652173913043,2193.5999999999995
Arunachal Pradesh,2011,Whole Year,Sugarcane,1550.0,30000.0,19.35483870967742,2193.5999999999995
Arunachal Pradesh,2011,Whole Year,Turmeric,625.0,2800.0,4.48,2193.5999999999995
Arunachal Pradesh,2012,Kharif,Maize,47486.0,68192.0,1.436044307795982,2325.6
Arunachal Pradesh,2012,Kharif,Rice,126085.0,174662.0,1.38527184042511,2325.6
Arunachal Pradesh,2012,Kharif,Small millets,22675.0,23410.0,1.0324145534729878,2325.6
Arunachal Pradesh,2012,Rabi,Wheat,2937.0,4401.0,1.498467824310521,524.1
Arunachal Pradesh,2012,Whole Year,Dry chillies,2365.0,4619.0,1.9530655391120508,3440.4999999999995
Arunachal Pradesh,2012,Whole Year,Dry ginger,6847.0,56004.0,8.179348619833505,3440.4999999999995
Arunachal Pradesh,2012,Whole Year,Oilseeds total,32767.0,31285.0,0.9547715689565721,3440.4999999999995
Arunachal Pradesh,2012,Whole Year,Potato,4817.0,38872.0,8.069752958272783,3440.4999999999995
Arunachal Pradesh,2012,Whole Year,Sugarcane,1530.0,30151.0,19.706535947712418,3440.4999999999995
Arunachal Pradesh,2012,Whole Year,Turmeric,699.0,2893.0,4.138769670958512,3440.4999999999995
Arunachal Pradesh,2013,Kharif,Maize,47018.0,68978.0,1.4670551703602877,1165.9
Arunachal Pradesh,2013,Kharif,Rice,131989.0,184104.0,1.3948435096864134,1165.9
Arunachal Pradesh,2013,Kharif,Small millets,22744.0,23825.0,1.0475290186422792,1165.9
Arunachal Pradesh,2013,Rabi,Wheat,2960.0,4470.0,1.510135135135135,366.1
Arunachal Pradesh,2013,Whole Year,Dry chillies,2491.0,8106.0,3.254114813327981,2042.8999999999999
Arunachal Pradesh,2013,Whole Year,Dry ginger,6861.0,55073.0,8.026963999416994,2042.8999999999999
Arunachal Pradesh,2013,Whole Year,Oilseeds total,33114.0,31635.0,0.9553361116144229,2042.8999999999999
Arunachal Pradesh,2013,Whole Year,Potato,4933.0,40664.0,8.243259679708089,2042.8999999999999
Arunachal Pradesh,2013,Whole Year,Sugarcane,1561.0,30351.0,19.443305573350415,2042.8999999999999
Arunachal Pradesh,2013,Whole Year,Turmeric,654.0,3068.0,4.691131498470948,2042.8999999999999
